Coins,Symbols,Mentions this week,Mentions last week,Mentions two weeks ago,Mentions three weeks ago,Mentions four weeks ago,Sentiment this week,Sentiment last week,Sentiment two weeks ago,Sentiment three weeks ago,Sentiment four weeks ago,Price this week,Price last week,Price two weeks ago,Price three weeks ago,Price four weeks ago,Percent change this week
Bitcoin,BTC,16683,13858,12558,13310,14770,0.30065499999999995,0.34572549019607846,0.17005957446808512,0.2530965517241379,0.18142878787878786,51231.888122,61523.776467,58333.900551,59095.622773,54912.447081,-16.03
Ethereum,ETH,8265,5672,4483,4412,4136,0.3532,0.36300084745762723,0.34247894736842105,0.300229245283019,0.4766763157894736,2369.90234,2428.901613,2072.734053,2129.308359,1700.169228,-2.3
XRP,XRP,351,726,404,160,205,0.26680217391304345,0.24997875000000008,0.2087151162790698,0.32142708333333325,0.16607272727272726,1.145359,1.582209,1.046091,0.613693,0.566208,-29.0
Litecoin,LTC,2504,1988,1065,663,533,0.3487746268656715,0.4025999999999999,0.3105633333333333,0.2550642857142857,0.4944208333333333,241.777426,310.288149,223.456545,212.126889,184.147427,-22.17
Bitcoin Cash,BCH,529,431,298,273,274,0.274754945054945,0.34272169811320746,0.525755882352941,0.3908433333333334,0.46935185185185185,832.737024,1114.416614,640.015251,583.076598,507.740511,-25.65
Binance Coin,BNB,2863,2238,1535,1202,1214,0.37530459770114943,0.26364035087719295,0.39591538461538456,0.40169807692307685,0.4280589285714286,530.943733,510.457337,452.194546,338.131715,255.263471,3.9
Tether,USDT,23,1,5,2,1,0.24458222222222226,0.41901538461538457,0.2022558823529412,0.28507499999999997,0.210635,1.004868,1.003694,1.003068,1.001472,1.011012,2.35
EOS,EOS,94,95,103,82,60,0.32356562499999997,0.2600318181818182,0.4546333333333334,0.2535583333333334,0.2697625,5.482861,8.619604,6.294532,6.265373,4.200122,-35.91
Bitcoin SV,BSV,82,67,55,65,72,0.26979000000000003,0.4734,0.49285,0.0,0.2752,248.639809,441.284883,260.583232,247.386948,203.293431,-43.72
Stellar,XLM,117,151,137,125,135,0.31749078947368425,0.32554848484848486,0.26576875000000005,0.4123823529411764,0.40011071428571426,0.453471,0.616622,0.497404,0.444431,0.387209,-27.52
Cardano,ADA,1710,1388,1229,1431,1627,0.305248795180723,0.35212299999999996,0.32624901960784314,0.3064733333333334,0.3905142857142857,1.150396,1.422962,1.213219,1.194512,1.21772,-18.6
TRON,TRX,86,93,118,76,52,0.34762812500000007,0.258145,0.1672607142857143,0.13617142857142855,0.168475,0.105706,0.161362,0.116385,0.092354,0.064876,-34.82
Monero,XMR,251,265,220,223,190,0.24895434782608697,0.35063666666666665,0.23096166666666662,0.21111315789473686,0.4077384615384615,347.735831,342.355837,275.025814,257.510416,221.996142,1.35
Dash,DASH,47,37,33,41,42,0.34406428571428577,0.33961250000000004,0.5824666666666667,0.428265,0.327975,264.204487,379.799636,266.116952,243.598814,204.008657,-30.78
NEO,NEO,103,91,85,82,83,0.19500652173913044,0.23942142857142862,0.3223916666666667,0.2793045454545454,0.12845,85.354094,87.413048,61.750888,53.368614,41.882061,-3.7
IOTA,MIOTA,244,160,123,170,203,0.25970652173913045,0.4155650000000001,0.3872266666666667,0.36104166666666665,0.303035,1.920403,2.570613,1.889096,1.62523,1.447415,-25.88
Chainlink,LINK,301,309,304,188,214,0.24417343749999995,0.2729275,0.3771925,0.39121388888888886,0.4857625,34.888803,42.356686,32.197005,32.594145,27.510663,-17.88
Cosmos,ATOM,163,107,73,88,81,0.43235454545454544,0.28698181818181817,0.3245863636363637,0.30948749999999997,0.19848749999999998,20.418207,25.614801,21.547011,20.384288,18.974909,-20.93
Tezos,XTZ,1215,302,303,348,296,0.3590696428571429,0.25966538461538463,0.03606666666666666,0.23786923076923075,0.0,4.797961,7.371908,6.8364,5.349238,4.215328,-34.6
Ethereum Classic,ETC,151,93,46,28,24,0.13956111111111114,0.30685,0.359375,0.3185625,0.0,32.360545,38.424628,18.853398,15.234023,11.842739,-16.99
NEM,XEM,42,34,29,46,78,0.369775,0.09943333333333333,0.39063333333333333,0.4998,0.7552000000000001,0.283017,0.457714,0.407971,0.36025,0.343495,-38.55
Maker,MKR,49,45,49,38,22,0.27202884615384615,0.27852916666666666,0.43376086956521737,0.36869999999999997,0.4422388888888889,4211.809868,3394.038297,2226.776209,2490.774059,1988.130932,23.65
Ontology,ONT,42,32,32,38,39,0.26625,0.29565,0.49315,0.0,0.5541,1.5409,2.349362,2.011506,1.773057,1.286309,-34.72
Crypto.com Chain,CRO,799,679,566,728,851,0.4785085714285714,0.2026766666666667,0.47720454545454544,0.48683999999999994,0.28222,0.173704,0.236456,0.210365,0.215624,0.213039,-26.3
Zcash,ZEC,169,138,157,86,76,0.32592,0.10442142857142857,0.11489999999999999,0.5369,0.563675,217.779624,270.512421,195.345602,169.567407,133.56162,-19.56
V Systems,VSYS,1,50,1,1,2,0.3825154320987656,0.503088,0.32005000000000006,0.4475349999999999,0.4628738095238095,0.036865,0.053303,0.051942,0.052695,0.027921,-32.26
USD Coin,USDC,37,21,27,83,17,0.3050337837837838,0.437559090909091,0.4538892857142858,0.20589833333333332,0.47364666666666666,1.003053,1.001781,1.002419,1.000612,1.003674,2.41
Dogecoin,DOGE,28571,16292,4511,4982,5671,0.2207852941176472,0.2289853846153847,0.3937625,0.2109722222222222,0.3697,0.245022,0.356766,0.062825,0.058107,0.054044,-24.08
Bitcoin Gold,BTG,39,42,42,14,11,0.40114186046511624,0.3897515151515152,0.2927611111111111,0.2793257575757576,0.19483214285714287,86.453588,127.863015,130.113291,42.367619,34.140127,-32.34
Basic Attention Token,BAT,228,199,215,169,180,0.48403,0.7357666666666667,0.376925,0.5157666666666666,0.7684333333333333,1.138754,1.537642,1.554843,1.207506,1.078009,-26.01
VeChain Thor,VET,419,395,234,201,234,0.48166666666666663,-0.51025,0.71425,0.0,0.7258,0.203946,0.242657,0.126797,0.09466,0.090167,-16.4
Qtum,QTUM,17,27,41,26,14,0.3270166666666667,0.014075000000000004,0.2997,-0.27115,0.0,12.839144,19.054042,16.163204,10.308918,8.704907,-31.94
Decred,DCR,11,8,10,16,10,0.25350000000000006,-0.27155,0.7596,0.0,0.49995,185.027056,245.83628,191.888331,182.983938,157.310642,-24.24
Huobi Token,HT,13,28,16,12,13,0.486375,0.78375,0.49995,0.8147500000000001,0.0,18.282526,20.427187,18.358329,16.926412,12.900033,-10.61
OMG Network,OMG,10,7,12,7,10,0.4292,0.0,0.44585,0.0,0.0,6.57807,10.407396,10.612733,7.620138,5.33759,-36.91
TrueUSD,TUSD,8,7,4,1,3,0.41396749999999993,0.12978000000000006,0.7808375000000001,0.34567857142857145,0.367625,1.000395,1.000842,1.00397,1.00087,1.003459,0.69
Ravencoin,RVN,274,229,176,232,234,0.377925,0.23785,0.16918333333333338,0.0903,0.0,0.142553,0.202732,0.189329,0.192887,0.201416,-29.44
Nano,NANO,472,181,159,172,249,0.3321317757009346,0.390525641025641,0.35513874999999995,0.3280194444444444,0.40396785714285716,8.042784,6.093995,6.123627,5.112547,4.432346,67.48
Lisk,LSK,33,15,34,17,20,0.11053750000000001,0.12922499999999998,0.0,-0.20095,0.0,4.130476,6.977134,7.100341,5.991225,4.485361,-40.67
BitTorrent,BTT,11,3,12,20,9,0.3837125,0.0,0.2775833333333333,0.0,0.32305000000000006,0.006528,0.008124,0.010053,0.006782,0.003553,-17.51
Bitcoin Diamond,BCD,8,1,2,1,8,0.56735625,0.5749,0.15457499999999996,0.79225,0.48991874999999996,2.214719,3.251324,2.896806,1.408905,1.088234,-31.84
Holo,HOT,53,94,99,146,70,0.1806,0.61,0.35245,0.27021249999999997,0.0,0.012201,0.019125,0.021159,0.024173,0.010429,-36.98
KuCoin Shares,KCS,563,556,566,357,358,0.5934,0.6382749999999999,0.82885,0.0,0.0896,11.97956,14.118044,17.228767,7.22512,4.988306,-19.18
Waves,WAVES,27,44,28,23,26,0.2333142857142857,0.20373333333333332,0.2728578947368421,0.423515,0.37833124999999995,15.212995,16.50129,16.837793,13.069542,12.494226,-8.61
0x,ZRX,9,11,5,11,10,0.2314375,0.2887,0.0,0.33806250000000004,0.5626000000000001,1.461249,2.129307,2.244189,2.011002,1.394245,-31.29
Pundi X,NPXS,276,342,334,345,302,-0.06030000000000002,0.0,0.0,0.42205000000000004,0.1318,0.001998,0.004357,0.00259,0.007024,0.008446,-42.33
Augur,REP,15,23,19,11,16,-0.11754999999999997,0.02200000000000002,0.44585,0.03200000000000003,0.49725,,,,,,19.67
ICON,ICX,60,65,25,63,49,0.27948750000000006,0.21905454545454547,0.26085714285714284,0.30930625,0.27705,1.842551,2.670057,2.69882,2.801727,2.056445,-31.23
DigiByte,DGB,233,129,108,95,121,0.26901,0.42405,0.0,0.0,0.5290333333333334,0.126022,0.11216,0.087508,0.080416,0.067423,11.75
Komodo,KMD,20,7,12,17,18,0.12675000000000003,-0.27155,0.44655,0.2463,0.49995,2.094991,3.745228,4.811473,2.911744,1.931051,-41.99
BitShares,BTS,5,2,17,8,1,0.4010621951219512,0.5071080000000001,0.47986136363636367,0.46885909090909084,0.5169374999999999,0.093955,0.148866,0.124335,0.112683,0.073333,-38.01
IOStoken,IOST,8,4,3,5,7,0.0,0.0,0.0,0.0,0.0,0.048888,0.071942,0.054116,0.056437,0.049565,-33.06
Bytecoin,BCN,53,43,51,18,10,0.3572,0.0,0.4311,0.0,0.49995,0.000813,0.000864,0.000953,0.000597,0.000562,-2.58
Bytom,BTM,9,4,2,1,4,0.0,-0.27155,0.0,0.0,0.0,0.17658,0.273748,0.182281,0.176917,0.103746,-36.0
Siacoin,SC,344,185,127,140,185,0.2343363636363636,0.3136416666666667,0.27238333333333337,0.13542500000000002,0.24976666666666666,0.033024,0.042636,0.03103,0.031247,0.021543,-22.25
Theta Token,THETA,29,31,28,37,99,0.30748333333333333,0.701025,-0.1779,0.009225000000000011,0.327625,9.925858,14.481523,12.89797,11.756252,12.677779,-30.91
EDUCare,EKT,3,4,1,2,5,0.0,0.0,0.0,0.0,0.0,0.010013,0.01022,0.010517,0.010902,0.007615,-0.45
Insight Chain,INB,5,2,5,1,1,0.47706,0.45337500000000003,0.59691,0.3378,0.4998,1.667151,1.948263,1.693069,1.568943,1.469544,-14.51
Nash Exchange,NEX,6,2,4,9,7,0.0,0.0,0.0,0.0,0.0,1.365363,1.454491,1.708041,2.535628,2.534486,-0.55
Energi,NRG,13,14,12,17,5,0.33242063492063484,0.3426176470588235,0.2770027777777778,0.16298125,0.3353772727272727,3.335066,4.038327,3.875642,3.842145,3.208551,-27.36
Quant,QNT,24,5,4,12,9,0.3431214285714286,0.24995,0.49995,-0.29645,0.184225,37.886804,40.114002,40.101533,42.038468,41.452395,-5.08
Zilliqa,ZIL,224,180,217,220,293,0.3574833333333333,0.0,0.0,0.48305,0.21556666666666666,0.158408,0.236865,0.222806,0.205492,0.168297,-34.26
Verge,XVG,26,9,20,14,11,0.376625,-0.27155,0.2781,0.0,0.34146,0.048555,0.066544,0.044299,0.044974,0.031022,-27.85
Aeternity,AE,14,7,16,7,9,0.0,0.0,0.0,0.0,0.4995,0.24093,0.433574,0.266157,0.217401,0.173943,-40.46
Walton,WTC,17,7,9,8,3,0.0,-0.27155,0.0,-0.01629999999999998,0.0,1.378096,1.989031,2.12422,1.881602,1.619182,-31.58
REN,REN,21,19,13,14,17,0.24165624999999996,0.6234875,0.49315,0.1945,0.0,0.788452,1.157848,1.049997,1.10528,0.956156,-32.59
Steem,STEEM,6,11,19,13,2,0.46058750000000004,0.0,0.0,-0.2692,0.18839999999999998,0.692327,1.449246,1.426785,1.301002,0.719037,-50.94
Dai,DAI,6,5,4,1,6,0.34225270270270275,0.512375,0.3055,0.3313133333333334,0.3715923076923077,1.001288,1.002506,1.00359,1.000675,1.00282,1.14
NEXT,NET,83,54,35,40,37,0.3292265060240965,0.3958000000000001,0.3484442857142857,0.31403875000000003,0.4282445945945946,0.0,0.0,0.0,0.0,0.0,0.0
Zcoin,XZC,5,4,8,2,2,0.25350000000000006,-0.27155,0.0,0.0,0.49995,9.846163,12.653033,11.802462,9.081081,7.270185,-21.38
Status,SNT,2,2,1,6,4,0.28655909090909093,0.2536333333333334,0.30204629629629626,0.2832315789473685,0.38885357142857135,0.138173,0.277228,0.184801,0.156298,0.118447,-50.54
Crypto.com,MCO,1317,1080,1260,1156,1100,0.3729448717948718,0.48834375000000013,0.42008837209302324,0.3991584745762713,0.42070227272727273,3.464774,42.530889,13.415353,3.773393,3.360711,-35.99
Ardor,ARDR,18,21,24,16,20,0.25350000000000006,0.0,0.0,0.0,0.0,0.298571,0.468262,0.546361,0.437982,0.275721,-38.0
Enjin Coin,ENJ,164,148,177,97,104,-0.696,0.4804125,0.42280555555555555,0.5971,0.6095,2.216703,3.07726,3.536277,2.609277,2.333478,-28.67
Golem,GNT,16,27,38,16,19,0.25350000000000006,0.01100000000000001,0.3283,0.24402500000000002,0.0,0.491289,0.561285,0.538749,0.559294,0.44265,-36.85
Nexo,NEXO,153,202,185,168,150,0.27832105263157897,0.4142964285714286,0.36586363636363634,0.5929928571428571,0.3100125,3.444485,3.696331,2.878108,2.823337,2.660797,-4.49
SOLVE,SOLVE,11,7,10,6,7,0.25297077922077926,0.37054761904761896,0.3195272727272727,0.342875,0.49477352941176467,0.217275,0.363058,0.421158,0.500432,0.311478,-41.16
U Network,UUU,68,52,48,53,29,0.3963705882352941,0.3288942307692308,0.35485000000000005,0.3823084905660376,0.3826965517241381,0.000924,0.001485,0.001569,0.00124,0.001148,-38.02
Metaverse ETP,ETP,223,189,123,130,124,0.0,0.0,0.0,0.0,0.0,0.39384,0.467343,0.466148,0.457413,0.329757,-16.08
Horizen,ZEN,43,32,23,30,41,0.0,0.16541666666666668,0.8382499999999999,0.0,0.49995,,124.786116,72.441526,59.899339,49.928165,-16.13
Fusion,FSN,7,8,12,10,12,0.556625,0.73965,0.168075,0.0,0.0,0.925061,1.694156,1.418316,1.367553,1.369597,-42.08
Grin,GRIN,12,22,24,2,7,0.49965,0.4999,-0.04475,0.0,0.32547499999999996,0.399024,0.930171,0.806738,0.609657,0.523101,-20.41
Electroneum,ETN,49,36,37,49,76,0.0,0.3077125,0.0,0.0,0.0,0.018692,0.025239,0.028267,0.030536,0.038993,-23.21
Populous,PPT,18,1,11,14,4,0.29030833333333333,0.350242105263158,0.25725454545454546,0.26423571428571424,0.59365,4.103147,6.734543,5.039634,3.059291,2.856442,-38.64
Dent,DENT,43,46,35,25,47,-0.0892,0.02200000000000002,0.47914999999999996,0.3403875,0.145625,0.006715,0.011583,0.015043,0.015077,0.010591,-39.81
Elastos,ELA,13,21,26,14,45,0.0,0.0,0.0,0.0,0.0,6.664308,10.88399,9.731792,6.608231,8.161506,-37.89
Decentraland,MANA,497,300,341,435,466,0.2428727272727273,0.17556999999999998,0.29801875000000005,0.25612083333333335,0.81225,1.155565,1.344677,1.071716,1.055282,0.902199,-9.9
Loopring,LRC,36,27,33,17,32,0.26202500000000006,0.0,0.479875,0.274175,0.49805,0.465405,0.642137,0.557558,0.570669,0.502594,-25.52
Fantom,FTM,43,34,39,32,49,0.2884,0.0,0.0,0.49425,-0.004150000000000005,0.313437,0.455206,0.453473,0.427581,0.367766,-30.34
Ark,ARK,38,20,34,31,28,0.23210999999999998,0.03318,0.6406000000000001,0.066325,0.3164,1.512669,2.455714,3.054662,2.759925,1.756122,-37.52
Aion,AION,50,36,27,57,37,0.0,0.0,0.6476999999999999,0.0,0.85145,0.264424,0.412784,0.457506,0.38202,0.274748,-36.42
Factom,FCT,4,10,4,3,3,-0.17604999999999998,-0.27155,0.0,0.0,0.0,2.140849,2.294889,2.069284,2.304597,7.506965,-15.22
ReddCoin,RDD,119,35,44,51,53,0.287975,0.18874375000000002,0.48417499999999997,0.48391249999999997,-0.387675,0.00745,0.007746,0.007837,0.00647,0.005073,6.68
Nuls,NULS,4,3,6,6,11,0.3393,0.0,0.0,0.4997,0.0,0.903202,1.343668,1.37614,1.119294,0.87025,-29.44
LAToken,LA,163,104,72,113,124,0.0,0.0,0.30194999999999994,0.0,0.0,0.238526,0.375801,0.189216,0.15968,0.175704,-32.45
TomoChain,TOMO,3,10,8,3,1,0.0,0.33304999999999996,0.0,0.0,0.0,2.001465,3.157483,3.113108,2.799144,2.498367,-36.37
EURS,EURS,10,6,5,4,3,0.20421999999999998,0.4267083333333334,0.27873000000000003,0.014100000000000001,0.7535,1.173706,1.111435,1.194168,1.215931,1.218792,5.25
Kyber Network,KNC,32,32,26,3,33,0.7766500000000001,0.0,0.0,0.0,0.0,2.518093,3.778953,3.563309,3.122125,2.495138,-34.14
Loom Network,LOOM,12,4,2,1,2,0.0,0.6910000000000001,0.0,0.0,0.0,0.108662,0.188974,0.229646,0.256066,0.163807,-38.47
TrueChain,TRUE,14,7,1,4,3,0.4602214285714286,0.52095,0.47695,0.031487500000000015,0.3938,0.249695,0.387463,0.356005,0.338836,0.249803,-36.79
Synthetix Network Token,SNX,26,21,19,15,15,0.658925,0.78575,0.0,0.5628666666666667,0.0,14.422964,20.950126,19.498809,21.434372,17.519052,-30.43
Power Ledger,POWR,7,8,7,9,6,0.46718571428571426,0.28998,0.4602166666666667,0.5636625000000001,0.6028125000000001,0.314492,0.562096,0.641849,0.639149,0.412702,-40.07
Bancor,BNT,48,44,85,49,61,0.3724166666666667,0.0,0.34218333333333334,0.4993,0.0,6.123787,7.787163,7.265262,7.908515,7.32801,-19.92
QuarkChain,QKC,2,7,3,14,8,0.0,0.49945,0.6476999999999999,0.0,0.0,0.023286,0.040697,0.044986,0.060226,0.038791,-40.87
Wanchain,WAN,31,79,22,57,21,0.0,0.0,-0.7984,0.0,0.0,1.365178,2.128846,1.97637,1.74143,1.249253,-35.36
Theta Fuel,TFUEL,4,1,3,17,5,0.0,0.29565,0.0,-0.05135,0.5541,0.2629,0.417354,0.405751,0.459116,0.423672,-33.28
Celer Network,CELR,77,102,82,92,106,0.0,0.0,0.45955,0.0,0.0,0.046048,0.068441,0.068268,0.080149,0.069754,-32.09
BEAM,BEAM,9,6,2,6,10,0.41705000000000003,0.0,0.47192500000000004,-0.48335,0.49995,1.183746,1.570393,1.300236,1.190592,1.056244,-23.68
PIVX,PIVX,13,19,19,30,32,0.4990333333333333,-0.27155,0.0,0.0,0.49995,1.312206,1.871988,1.879082,1.44225,1.575768,-28.87
Newton,NEW,6,1,4,1,1,0.464475,0.48905,0.370675,-0.1909,0.0877,0.000929,0.001541,0.001532,0.001219,0.000934,-31.04
Harmony,ONE,441,319,320,341,483,0.48736388888888893,0.26692499999999997,0.2698666666666667,0.519675,0.2961785714285714,0.099841,0.141825,0.15783,0.169106,0.181371,-27.79
Hyperion,HYN,10,8,4,10,10,0.0,0.0,0.0,0.4354,0.0,0.046135,0.058182,0.020565,0.058196,0.076478,84.3
Crypterium,CRPT,28,20,20,11,11,0.34565,-0.3331,0.0,0.0,0.0,0.317775,0.412688,0.467245,0.422785,0.426629,-22.04
CRYPTO20,C20,6,9,2,3,4,0.49915,0.28285,0.0,0.0,0.0,3.910984,4.795005,3.61022,3.541335,2.895496,-15.63
Polygon (previously Matic),MATIC,238,223,191,247,169,0.0,0.0,0.0,0.0,0.0,0.356441,0.433863,0.368399,0.382817,0.336822,-16.22
Aragon,ANT,13,8,3,3,9,0.0,-0.27155,0.0,0.0,0.09531666666666667,7.60089,10.324363,12.249253,11.68446,9.91743,-24.93
IoTeX,IOTX,40,45,28,26,20,0.0,0.232475,0.0,0.4997,0.0,0.036792,0.049914,0.052833,0.051329,0.041263,-21.18
Storj,STORJ,76,58,33,156,69,0.26919166666666666,0.3393,0.49265833333333336,0.2467653846153846,0.0638,1.754583,2.52445,2.649491,3.084626,1.584912,-27.68
Blockchain of Hash Power,BHP,7,3,3,4,2,0.5346571428571429,0.5404166666666667,0.44376666666666664,0.6308125,0.618825,0.615079,0.688093,0.626993,0.619303,0.619591,-6.84
Polymath,POLY,38,51,74,35,40,-0.39225,0.0,0.0,0.0,0.255175,0.285183,0.493822,0.599599,0.700152,0.573602,-38.35
Telcoin,TEL,47,47,40,27,49,0.0,0.0,0.0,0.0,0.0,0.005765,0.007899,0.007146,0.008492,0.007174,-24.21
Bit-Z Token,BZ,41,27,24,22,6,0.4375170731707317,0.377625925925926,0.41761875,0.4138227272727273,0.24102499999999996,0.413398,0.488193,0.39619,0.3724,0.383564,-17.27
Fetch,FET,31,35,24,28,25,0.30703125,0.32875,0.49835,0.414925,0.2916,0.405544,0.607565,0.686343,0.694169,0.701221,-34.06
Bread,BRD,18,16,8,2,6,0.4047750000000001,0.43052500000000005,0.45118571428571436,0.48272499999999996,0.8654999999999999,0.286275,0.398939,0.512418,0.466548,0.350376,-26.73
iExec RLC,RLC,4,6,6,2,16,0.25350000000000006,0.0,0.0,0.0,0.0,1.977379,2.906547,2.91365,2.775436,2.100102,-31.99
Groestlcoin,GRS,2,7,11,4,18,0.0,-0.27155,0.0,0.12335000000000002,0.49995,0.994,1.704591,2.220367,1.56358,0.909119,-38.11
Gas,GAS,2,2,2,2,2,0.3261943298969073,0.29035673076923074,0.30410581395348846,0.29490571428571416,0.4684090909090909,11.339965,20.597581,16.012549,16.719951,11.866819,-42.17
Syscoin,SYS,14,9,4,15,17,0.25350000000000006,0.02200000000000002,0.0,0.0,0.0,0.315475,0.425612,0.387614,0.342983,0.286108,-28.39
Nxt,NXT,6,2,1,2,6,0.25350000000000006,0.0,0.0,0.0,0.0,0.057098,0.081904,0.09309,0.054166,0.044138,-27.32
IoT Chain,ITC,23,1,11,7,3,0.44718043478260866,0.42924999999999996,0.556309090909091,0.5072857142857142,0.5780333333333334,0.128363,0.196819,0.175457,0.159835,0.09945,-28.23
Cortex,CTXC,5,7,3,1,4,0.0,0.0,0.0,0.0,0.0,0.284618,0.389105,0.391179,0.320478,0.444245,-25.9
FunFair,FUN,7,6,12,6,13,0.539595,0.161575,0.457225,0.5085875,0.49975,0.02983,0.041734,0.048978,0.039661,0.035253,-27.42
Civic,CVC,9,8,8,10,10,0.5296666666666666,-0.1261,0.0,0.0,0.0,0.419141,0.715385,0.633612,0.731006,0.448061,-35.24
Obyte,GBYTE,2,18,4,3,5,0.25350000000000006,0.0,0.0,0.0,0.0,60.807331,101.087404,38.376648,36.974871,33.54693,-40.33
Gnosis,GNO,98,72,65,41,54,0.0,0.0,0.36445,0.0,0.49805,183.945906,187.669761,168.253959,171.424048,142.440785,-1.94
Mithril,MITH,38,65,49,45,60,0.0,0.0,0.329325,0.0,0.0,0.077269,0.142847,0.142494,0.065837,0.047027,-46.13
Vertcoin,VTC,240,65,83,59,82,0.1848375,-0.04749999999999999,0.0,0.4636,0.5784,1.035767,0.778581,0.671705,0.668998,0.649439,111.63
MediBlocX,MEDX,12,12,34,35,8,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
